dut_id,profile,mode,voltage_v,optical_power_w,current_a
PD-001,normal,dark_iv,-0.8,0.0,-7.733762110528806e-10
PD-001,normal,dark_iv,-0.7,0.0,-8.310095761102342e-10
PD-001,normal,dark_iv,-0.6,0.0,-7.921974503496569e-10
PD-001,normal,dark_iv,-0.5,0.0,-8.302064493123692e-10
PD-001,normal,dark_iv,-0.4,0.0,-7.654080505805011e-10
PD-001,normal,dark_iv,-0.3,0.0,-7.940720807113742e-10
PD-001,normal,dark_iv,-0.2,0.0,-7.905563624990071e-10
PD-001,normal,dark_iv,-0.1,0.0,-7.731238264472428e-10
PD-001,normal,light_iv,-5.0,0.001,-0.0005500008510307388
PD-001,normal,light_iv,-4.9,0.001,-0.000550000827033559
PD-001,normal,light_iv,-4.8,0.001,-0.0005500008196130985
PD-001,normal,light_iv,-4.7,0.001,-0.0005500007864693534
PD-001,normal,light_iv,-4.6,0.001,-0.0005500008199449063
PD-001,normal,light_iv,-4.5,0.001,-0.0005500007803233804
PD-001,normal,light_iv,-4.4,0.001,-0.0005500008303450294
PD-001,normal,light_iv,-4.3,0.001,-0.0005500008416455968
PD-001,normal,light_iv,-4.2,0.001,-0.0005500007870012863
PD-001,normal,light_iv,-4.1,0.001,-0.000550000863292428
PD-001,normal,light_iv,-4.0,0.001,-0.0005500008266540177
PD-001,normal,light_iv,-3.9,0.001,-0.0005500008068650471
PD-001,normal,light_iv,-3.8,0.001,-0.000550000797544484
PD-001,normal,light_iv,-3.7,0.001,-0.0005500007937202211
PD-001,normal,light_iv,-3.6,0.001,-0.0005500008234244465
PD-001,normal,light_iv,-3.5,0.001,-0.000550000832867632
PD-001,normal,light_iv,-3.4,0.001,-0.0005500008023417091
PD-001,normal,light_iv,-3.3,0.001,-0.0005500008129240206
PD-001,normal,light_iv,-3.2,0.001,-0.0005500008302353963
PD-001,normal,light_iv,-3.1,0.001,-0.0005500007910595607
PD-001,normal,light_iv,-3.0,0.001,-0.0005500008503605218
PD-001,normal,light_iv,-2.9,0.001,-0.0005500008251473914
PD-001,normal,light_iv,-2.8,0.001,-0.0005500008544862758
PD-001,normal,light_iv,-2.7,0.001,-0.0005500008038411176
PD-001,normal,light_iv,-2.6,0.001,-0.0005500008018844538
PD-001,normal,light_iv,-2.5,0.001,-0.0005500008167663242
PD-001,normal,light_iv,-2.4,0.001,-0.0005500007896259697
PD-001,normal,light_iv,-2.3,0.001,-0.0005500008028317003
PD-001,normal,light_iv,-2.2,0.001,-0.0005500008583470793
PD-001,normal,light_iv,-2.1,0.001,-0.0005500008161400376
PD-001,normal,light_iv,-2.0,0.001,-0.0005500008510458513
PD-001,normal,light_iv,-1.9,0.001,-0.0005500008170584554
PD-001,normal,light_iv,-1.8,0.001,-0.0005500007900946092
PD-001,normal,light_iv,-1.7,0.001,-0.0005500008049276092
PD-001,normal,light_iv,-1.6,0.001,-0.0005500008111242893
PD-001,normal,light_iv,-1.5,0.001,-0.0005500008264475198
PD-001,normal,light_iv,-1.4,0.001,-0.0005500007995310658
PD-001,normal,light_iv,-1.3,0.001,-0.0005500007636465229
PD-001,normal,light_iv,-1.2,0.001,-0.0005500008155325709
PD-001,normal,light_iv,-1.1,0.001,-0.0005500008045023569
PD-001,normal,light_iv,-1.0,0.001,-0.0005500008041161623
PD-001,normal,light_iv,-0.9,0.001,-0.000550000777747091
PD-001,normal,light_iv,-0.8,0.001,-0.0005500008273824393
PD-001,normal,light_iv,-0.7,0.001,-0.0005500007722527001
PD-001,normal,light_iv,-0.6,0.001,-0.0005500007845442157
PD-001,normal,light_iv,-0.5,0.001,-0.0005500007818415121
PD-001,normal,light_iv,-0.4,0.001,-0.0005500008217597032
PD-001,normal,light_iv,-0.3,0.001,-0.0005500008334279385
PD-001,normal,light_iv,-0.2,0.001,-0.000550000824597227
PD-001,normal,light_iv,-0.1,0.001,-0.0005500007233395891
PD-001,normal,repeatability,-2.0,0.001,-0.000550000819399932
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008013806839
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008071362142
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008091482592
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008176242292
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008060843965
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008210031847
PD-001,normal,repeatability,-2.0,0.001,-0.0005500007755551357
PD-001,normal,repeatability,-2.0,0.001,-0.0005500008005357893
PD-001,normal,repeatability,-2.0,0.001,-0.0005500007944137329
PD-002,normal,dark_iv,-5.0,0.0,-8.181373419782116e-10
PD-002,normal,dark_iv,-4.9,0.0,-8.421813636248568e-10
PD-002,normal,dark_iv,-4.8,0.0,-8.322981899171068e-10
PD-002,normal,dark_iv,-4.7,0.0,-8.207215070747042e-10
PD-002,normal,dark_iv,-4.6,0.0,-8.021005312596271e-10
PD-002,normal,dark_iv,-4.5,0.0,-8.336981410537878e-10
PD-002,normal,dark_iv,-4.4,0.0,-8.415445452210059e-10
PD-002,normal,dark_iv,-4.3,0.0,-8.090463878585962e-10
PD-002,normal,dark_iv,-4.2,0.0,-7.987311167911997e-10
PD-002,normal,dark_iv,-4.1,0.0,-7.949489638123529e-10
PD-002,normal,dark_iv,-4.0,0.0,-8.198757079601733e-10
PD-002,normal,dark_iv,-3.9,0.0,-8.280529266113386e-10
PD-002,normal,dark_iv,-3.8,0.0,-8.382175975579036e-10
PD-002,normal,dark_iv,-3.7,0.0,-7.997927446018977e-10
PD-002,normal,dark_iv,-3.6,0.0,-8.458267122331818e-10
PD-002,normal,dark_iv,-3.5,0.0,-8.574162382058904e-10
PD-002,normal,dark_iv,-3.4,0.0,-8.447114937346277e-10
PD-002,normal,dark_iv,-3.3,0.0,-8.14020652876239e-10
PD-002,normal,dark_iv,-3.2,0.0,-8.190491100901408e-10
PD-002,normal,dark_iv,-3.1,0.0,-8.426369208877915e-10
PD-002,normal,dark_iv,-3.0,0.0,-8.650392643813287e-10
PD-002,normal,dark_iv,-2.9,0.0,-8.003678311601518e-10
PD-002,normal,dark_iv,-2.8,0.0,-8.13323610346934e-10
PD-002,normal,dark_iv,-2.7,0.0,-8.495637539352338e-10
PD-002,normal,dark_iv,-2.6,0.0,-7.882296159757163e-10
PD-002,normal,dark_iv,-2.5,0.0,-7.741767565707113e-10
PD-002,normal,dark_iv,-2.4,0.0,-7.94927104680167e-10
PD-002,normal,dark_iv,-2.3,0.0,-7.913060760051623e-10
PD-002,normal,dark_iv,-2.2,0.0,-7.817628030727492e-10
PD-002,normal,dark_iv,-2.1,0.0,-8.05886287373411e-10
PD-002,normal,dark_iv,-2.0,0.0,-8.049831343163901e-10
PD-002,normal,dark_iv,-1.9,0.0,-8.140301124876605e-10
PD-002,normal,dark_iv,-1.8,0.0,-8.066962443074147e-10
PD-002,normal,dark_iv,-1.7,0.0,-7.828019869737464e-10
PD-002,normal,dark_iv,-1.6,0.0,-7.943840857003119e-10
PD-002,normal,dark_iv,-1.5,0.0,-7.761690973649931e-10
PD-002,normal,dark_iv,-1.4,0.0,-8.215038111327904e-10
PD-002,normal,dark_iv,-1.3,0.0,-7.855441740288564e-10
PD-002,normal,dark_iv,-1.2,0.0,-8.184556363952726e-10
PD-002,normal,dark_iv,-1.1,0.0,-8.246539844839127e-10
PD-002,normal,dark_iv,-1.0,0.0,-8.28359018461936e-10
PD-002,normal,dark_iv,-0.9,0.0,-8.133689564348169e-10
PD-002,normal,dark_iv,-0.8,0.0,-8.15424480010157e-10
PD-002,normal,dark_iv,-0.7,0.0,-8.305497237094554e-10
PD-002,normal,dark_iv,-0.6,0.0,-7.892424441381319e-10
PD-002,normal,dark_iv,-0.5,0.0,-7.715032037267667e-10
PD-002,normal,dark_iv,-0.4,0.0,-8.09927748139641e-10
PD-002,normal,dark_iv,-0.3,0.0,-8.183135325898784e-10
PD-002,normal,dark_iv,-0.2,0.0,-8.240347689609551e-10
PD-002,normal,dark_iv,-0.1,0.0,-7.531927781322112e-10
PD-002,normal,light_iv,-5.0,0.001,-0.0005500008184392194
PD-002,normal,light_iv,-4.9,0.001,-0.0005500007851982926
PD-002,normal,light_iv,-4.8,0.001,-0.000550000815078642
PD-002,normal,light_iv,-4.7,0.001,-0.0005500008529001712
PD-002,normal,light_iv,-4.6,0.001,-0.0005500008080925132
PD-002,normal,light_iv,-4.5,0.001,-0.0005500008323428175
PD-002,normal,light_iv,-4.4,0.001,-0.0005500008214722208
PD-002,normal,light_iv,-4.3,0.001,-0.0005500007980325697
PD-002,normal,light_iv,-4.2,0.001,-0.0005500008409643876
PD-002,normal,light_iv,-4.1,0.001,-0.0005500008259602246
PD-002,normal,light_iv,-4.0,0.001,-0.0005500008349147694
PD-002,normal,light_iv,-3.9,0.001,-0.0005500007887377066
PD-002,normal,light_iv,-3.8,0.001,-0.0005500008170073592
PD-002,normal,light_iv,-3.7,0.001,-0.0005500008147599305
PD-002,normal,light_iv,-3.6,0.001,-0.0005500008116398705
PD-002,normal,light_iv,-3.5,0.001,-0.0005500008432495667
PD-002,normal,light_iv,-3.4,0.001,-0.0005500008494941636
PD-002,normal,light_iv,-3.3,0.001,-0.0005500008619359834
PD-002,normal,light_iv,-3.2,0.001,-0.0005500008365329711
PD-002,normal,light_iv,-3.1,0.001,-0.0005500008237378439
PD-002,normal,light_iv,-3.0,0.001,-0.0005500008259570126
PD-002,normal,light_iv,-2.9,0.001,-0.0005500008176832028
PD-002,normal,light_iv,-2.8,0.001,-0.0005500007931382839
PD-002,normal,light_iv,-2.7,0.001,-0.0005500008425640239
PD-002,normal,light_iv,-2.6,0.001,-0.0005500008226727622
PD-002,normal,light_iv,-2.5,0.001,-0.0005500008614891835
PD-002,normal,light_iv,-2.4,0.001,-0.0005500008141264548
PD-002,normal,light_iv,-2.3,0.001,-0.0005500007877403468
PD-002,normal,light_iv,-2.2,0.001,-0.0005500008525557435
PD-002,normal,light_iv,-2.1,0.001,-0.0005500008116151497
PD-002,normal,light_iv,-2.0,0.001,-0.0005500007951199082
PD-002,normal,light_iv,-1.9,0.001,-0.0005500008475076342
PD-002,normal,light_iv,-1.8,0.001,-0.0005500008110521828
PD-002,normal,light_iv,-1.7,0.001,-0.0005500008047426955
PD-002,normal,light_iv,-1.6,0.001,-0.0005500008058089661
PD-002,normal,light_iv,-1.5,0.001,-0.0005500008450737648
PD-002,normal,light_iv,-1.4,0.001,-0.0005500007944654496
PD-002,normal,light_iv,-1.3,0.001,-0.0005500008018242713
PD-002,normal,light_iv,-1.2,0.001,-0.0005500008153942464
PD-002,normal,light_iv,-1.1,0.001,-0.0005500008282368387
PD-002,normal,light_iv,-1.0,0.001,-0.0005500007984515639
PD-002,normal,light_iv,-0.9,0.001,-0.0005500008012131205
PD-002,normal,light_iv,-0.8,0.001,-0.000550000777594129
PD-002,normal,light_iv,-0.7,0.001,-0.0005500007743545359
PD-002,normal,light_iv,-0.6,0.001,-0.0005500007849489933
PD-002,normal,light_iv,-0.5,0.001,-0.0005500008017192817
PD-002,normal,light_iv,-0.4,0.001,-0.000550000815037601
PD-002,normal,light_iv,-0.3,0.001,-0.0005500007705695917
PD-002,normal,light_iv,-0.2,0.001,-0.0005500007978330669
PD-002,normal,light_iv,-0.1,0.001,-0.0005500007347094094
PD-002,normal,repeatability,-2.0,0.001,-0.0005500007953437337
PD-002,normal,repeatability,-2.0,0.001,-0.0005500007825362657
PD-002,normal,repeatability,-2.0,0.001,-0.0005500007667888514
PD-002,normal,repeatability,-2.0,0.001,-0.0005500007711017944
PD-002,normal,repeatability,-2.0,0.001,-0.000550000839333481
PD-002,normal,repeatability,-2.0,0.001,-0.000550000803992865
PD-002,normal,repeatability,-2.0,0.001,-0.0005500008127770048
PD-002,normal,repeatability,-2.0,0.001,-0.0005500007757429257
PD-002,normal,repeatability,-2.0,0.001,-0.0005500008138884457
PD-002,normal,repeatability,-2.0,0.001,-0.0005500007825265995
PD-003,normal,dark_iv,-5.0,0.0,-8.053487633175641e-10
PD-003,normal,dark_iv,-4.9,0.0,-8.164110033511301e-10
PD-003,normal,dark_iv,-4.8,0.0,-8.036094274869426e-10
PD-003,normal,dark_iv,-4.7,0.0,-8.044801770355952e-10
PD-003,normal,dark_iv,-4.6,0.0,-8.425358038688972e-10
PD-003,normal,dark_iv,-4.5,0.0,-8.835348252641276e-10
PD-003,normal,dark_iv,-4.4,0.0,-8.527175590812272e-10
PD-003,normal,dark_iv,-4.3,0.0,-8.434960453270154e-10
PD-003,normal,dark_iv,-4.2,0.0,-8.150597945616074e-10
PD-003,normal,dark_iv,-4.1,0.0,-8.26230910981005e-10
PD-003,normal,dark_iv,-4.0,0.0,-8.278367889191451e-10
PD-003,normal,dark_iv,-3.9,0.0,-8.412435212800833e-10
PD-003,normal,dark_iv,-3.8,0.0,-8.429651093694856e-10
PD-003,normal,dark_iv,-3.7,0.0,-8.279573724730448e-10
PD-003,normal,dark_iv,-3.6,0.0,-8.219767389595827e-10
PD-003,normal,dark_iv,-3.5,0.0,-8.236015832644397e-10
PD-003,normal,dark_iv,-3.4,0.0,-7.948862630372152e-10
PD-003,normal,dark_iv,-3.3,0.0,-8.72865115018393e-10
PD-003,normal,dark_iv,-3.2,0.0,-8.220483985143912e-10
PD-003,normal,dark_iv,-3.1,0.0,-8.15408076035616e-10
PD-003,normal,dark_iv,-3.0,0.0,-7.710179946861436e-10
PD-003,normal,dark_iv,-2.9,0.0,-8.17228088054036e-10
PD-003,normal,dark_iv,-2.8,0.0,-8.366390203338633e-10
PD-003,normal,dark_iv,-2.7,0.0,-8.148868271546666e-10
PD-003,normal,dark_iv,-2.6,0.0,-8.236029782014049e-10
PD-003,normal,dark_iv,-2.5,0.0,-8.08344173889452e-10
PD-003,normal,dark_iv,-2.4,0.0,-8.053983723828847e-10
PD-003,normal,dark_iv,-2.3,0.0,-8.046976826477844e-10
PD-003,normal,dark_iv,-2.2,0.0,-8.108220774446625e-10
PD-003,normal,dark_iv,-2.1,0.0,-7.986202687648958e-10
PD-003,normal,dark_iv,-2.0,0.0,-8.144939222964577e-10
PD-003,normal,dark_iv,-1.9,0.0,-7.997423671270115e-10
PD-003,normal,dark_iv,-1.8,0.0,-7.995332190086615e-10
PD-003,normal,dark_iv,-1.7,0.0,-8.010435233268651e-10
PD-003,normal,dark_iv,-1.6,0.0,-8.006415633961823e-10
PD-003,normal,dark_iv,-1.5,0.0,-7.627550199249109e-10
PD-003,normal,dark_iv,-1.4,0.0,-8.22266974274229e-10
PD-003,normal,dark_iv,-1.3,0.0,-8.017181594959874e-10
PD-003,normal,dark_iv,-1.2,0.0,-7.892187289690115e-10
PD-003,normal,dark_iv,-1.1,0.0,-7.996359858592307e-10
PD-003,normal,dark_iv,-1.0,0.0,-8.103478879883352e-10
PD-003,normal,dark_iv,-0.9,0.0,-8.180529904178425e-10
PD-003,normal,dark_iv,-0.8,0.0,-8.150975944395534e-10
PD-003,normal,dark_iv,-0.7,0.0,-8.007994765570275e-10
PD-003,normal,dark_iv,-0.6,0.0,-7.716260193495809e-10
PD-003,normal,dark_iv,-0.5,0.0,-8.16575581891623e-10
PD-003,normal,dark_iv,-0.4,0.0,-7.753028863940004e-10
PD-003,normal,dark_iv,-0.3,0.0,-7.874384754276119e-10
PD-003,normal,dark_iv,-0.2,0.0,-8.037900779256133e-10
PD-003,normal,dark_iv,-0.1,0.0,-7.356271466062052e-10
PD-003,normal,light_iv,-5.0,0.001,-0.0005500008181720953
PD-003,normal,light_iv,-4.9,0.001,-0.000550000806826316
PD-003,normal,light_iv,-4.8,0.001,-0.000550000812433477
PD-003,normal,light_iv,-4.7,0.001,-0.0005500008161083247
PD-003,normal,light_iv,-4.6,0.001,-0.0005500008282263382
PD-003,normal,light_iv,-4.5,0.001,-0.0005500008196318637
PD-003,normal,light_iv,-4.4,0.001,-0.0005500008229806378
PD-003,normal,light_iv,-4.3,0.001,-0.0005500008778403251
PD-003,normal,light_iv,-4.2,0.001,-0.0005500008531058241
PD-003,normal,light_iv,-4.1,0.001,-0.0005500008341028682
PD-003,normal,light_iv,-4.0,0.001,-0.000550000829990669
PD-003,normal,light_iv,-3.9,0.001,-0.0005500008291402537
PD-003,normal,light_iv,-3.8,0.001,-0.0005500008342093181
PD-003,normal,light_iv,-3.7,0.001,-0.0005500008187314996
PD-003,normal,light_iv,-3.6,0.001,-0.0005500008128765495
PD-003,normal,light_iv,-3.5,0.001,-0.0005500008472611981
PD-003,normal,light_iv,-3.4,0.001,-0.0005500008364809619
PD-003,normal,light_iv,-3.3,0.001,-0.0005500007950244217
PD-003,normal,light_iv,-3.2,0.001,-0.0005500008537129333
PD-003,normal,light_iv,-3.1,0.001,-0.0005500008227536336
PD-003,normal,light_iv,-3.0,0.001,-0.0005500008428573431
PD-003,normal,light_iv,-2.9,0.001,-0.0005500007864245039
PD-003,normal,light_iv,-2.8,0.001,-0.000550000878761183
PD-003,normal,light_iv,-2.7,0.001,-0.0005500007876057271
PD-003,normal,light_iv,-2.6,0.001,-0.0005500008270357081
PD-003,normal,light_iv,-2.5,0.001,-0.0005500008349360626
PD-003,normal,light_iv,-2.4,0.001,-0.0005500008072988065
PD-003,normal,light_iv,-2.3,0.001,-0.0005500008058004856
PD-003,normal,light_iv,-2.2,0.001,-0.0005500008091795672
PD-003,normal,light_iv,-2.1,0.001,-0.0005500007637430952
PD-003,normal,light_iv,-2.0,0.001,-0.0005500008317578473
PD-003,normal,light_iv,-1.9,0.001,-0.0005500008075640018
PD-003,normal,light_iv,-1.8,0.001,-0.0005500008250929268
PD-003,normal,light_iv,-1.7,0.001,-0.0005500008199207048
PD-003,normal,light_iv,-1.6,0.001,-0.0005500008024387372
PD-003,normal,light_iv,-1.5,0.001,-0.0005500008168449106
PD-003,normal,light_iv,-1.4,0.001,-0.0005500007959859107
PD-003,normal,light_iv,-1.3,0.001,-0.000550000820184694
PD-003,normal,light_iv,-1.2,0.001,-0.000550000849861676
PD-003,normal,light_iv,-1.1,0.001,-0.0005500007995796753
PD-003,normal,light_iv,-1.0,0.001,-0.000550000798107485
PD-003,normal,light_iv,-0.9,0.001,-0.0005500008099286288
PD-003,normal,light_iv,-0.8,0.001,-0.0005500007889062076
PD-003,normal,light_iv,-0.7,0.001,-0.0005500007717175577
PD-003,normal,light_iv,-0.6,0.001,-0.0005500008108440641
PD-003,normal,light_iv,-0.5,0.001,-0.0005500008130887104
PD-003,normal,light_iv,-0.4,0.001,-0.0005500008175260401
PD-003,normal,light_iv,-0.3,0.001,-0.000550000817009683
PD-003,normal,light_iv,-0.2,0.001,-0.0005500007937725753
PD-003,normal,light_iv,-0.1,0.001,-0.0005500007283256944
PD-003,normal,repeatability,-2.0,0.001,-0.0005500007766835604
PD-003,normal,repeatability,-2.0,0.001,-0.000550000791507871
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008117941697
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008161840376
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008245414375
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008100994465
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008204756469
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008597731534
PD-003,normal,repeatability,-2.0,0.001,-0.0005500007768660717
PD-003,normal,repeatability,-2.0,0.001,-0.0005500008657062476
PD-004,normal,dark_iv,-5.0,0.0,-7.892952214179344e-10
PD-004,normal,dark_iv,-4.9,0.0,-8.000741565533657e-10
PD-004,normal,dark_iv,-4.8,0.0,-8.18622508155097e-10
PD-004,normal,dark_iv,-4.7,0.0,-8.099717475883015e-10
PD-004,normal,dark_iv,-4.6,0.0,-7.952486961202677e-10
PD-004,normal,dark_iv,-4.5,0.0,-8.443268262945312e-10
PD-004,normal,dark_iv,-4.4,0.0,-8.365155790129267e-10
PD-004,normal,dark_iv,-4.3,0.0,-8.064764566462681e-10
PD-004,normal,dark_iv,-4.2,0.0,-8.019328244949651e-10
PD-004,normal,dark_iv,-4.1,0.0,-8.142003854349221e-10
PD-004,normal,dark_iv,-4.0,0.0,-8.136215843339049e-10
PD-004,normal,dark_iv,-3.9,0.0,-7.953254981827808e-10
PD-004,normal,dark_iv,-3.8,0.0,-7.885031487108668e-10
PD-004,normal,dark_iv,-3.7,0.0,-7.842849907074849e-10
PD-004,normal,dark_iv,-3.6,0.0,-8.261774402879427e-10
PD-004,normal,dark_iv,-3.5,0.0,-8.393403088132683e-10
PD-004,normal,dark_iv,-3.4,0.0,-8.041114876851181e-10
PD-004,normal,dark_iv,-3.3,0.0,-8.007039748201205e-10
PD-004,normal,dark_iv,-3.2,0.0,-8.443867309028481e-10
PD-004,normal,dark_iv,-3.1,0.0,-8.020306700970669e-10
PD-004,normal,dark_iv,-3.0,0.0,-8.165220125475165e-10
PD-004,normal,dark_iv,-2.9,0.0,-8.226600235780798e-10
PD-004,normal,dark_iv,-2.8,0.0,-8.233378571976517e-10
PD-004,normal,dark_iv,-2.7,0.0,-7.909053349679025e-10
PD-004,normal,dark_iv,-2.6,0.0,-8.037402693248195e-10
PD-004,normal,dark_iv,-2.5,0.0,-7.732531898719543e-10
PD-004,normal,dark_iv,-2.4,0.0,-8.294027119591681e-10
PD-004,normal,dark_iv,-2.3,0.0,-8.2804490439705e-10
PD-004,normal,dark_iv,-2.2,0.0,-7.948603874742812e-10
PD-004,normal,dark_iv,-2.1,0.0,-8.06272035966341e-10
PD-004,normal,dark_iv,-2.0,0.0,-8.233532811313494e-10
PD-004,normal,dark_iv,-1.9,0.0,-7.908653644452372e-10
PD-004,normal,dark_iv,-1.8,0.0,-7.726490934990544e-10
PD-004,normal,dark_iv,-1.7,0.0,-8.252522950402024e-10
PD-004,normal,dark_iv,-1.6,0.0,-8.269304799094371e-10
PD-004,normal,dark_iv,-1.5,0.0,-7.735801761112297e-10
PD-004,normal,dark_iv,-1.4,0.0,-8.497032861323414e-10
PD-004,normal,dark_iv,-1.3,0.0,-8.146691014443286e-10
PD-004,normal,dark_iv,-1.2,0.0,-8.075131328129486e-10
PD-004,normal,dark_iv,-1.1,0.0,-7.637018427760263e-10
PD-004,normal,dark_iv,-1.0,0.0,-8.119433190209046e-10
PD-004,normal,dark_iv,-0.9,0.0,-8.547075617460088e-10
PD-004,normal,dark_iv,-0.8,0.0,-8.256706388399994e-10
PD-004,normal,dark_iv,-0.7,0.0,-7.949022942939538e-10
PD-004,normal,dark_iv,-0.6,0.0,-8.283277428732056e-10
PD-004,normal,dark_iv,-0.5,0.0,-7.621458909562302e-10
PD-004,normal,dark_iv,-0.4,0.0,-8.164725862902258e-10
PD-004,normal,dark_iv,-0.3,0.0,-8.127740298066078e-10
PD-004,normal,dark_iv,-0.2,0.0,-7.97007191660297e-10
PD-004,normal,dark_iv,-0.1,0.0,-7.412522101813401e-10
PD-004,normal,light_iv,-5.0,0.001,-0.0005500008128722718
PD-004,normal,light_iv,-4.9,0.001,-0.0005500008118732665
PD-004,normal,light_iv,-4.8,0.001,-0.0005500008172053869
PD-004,normal,light_iv,-4.7,0.001,-0.0005500008546490353
PD-004,normal,light_iv,-4.6,0.001,-0.0005500007990254054
PD-004,normal,light_iv,-4.5,0.001,-0.0005500007868397026
PD-004,normal,light_iv,-4.4,0.001,-0.0005500008066435563
PD-004,normal,light_iv,-4.3,0.001,-0.000550000815325013
PD-004,normal,light_iv,-4.2,0.001,-0.0005500008248808634
PD-004,normal,light_iv,-4.1,0.001,-0.0005500008574879726
PD-004,normal,light_iv,-4.0,0.001,-0.0005500008213437172
PD-004,normal,light_iv,-3.9,0.001,-0.0005500007788864175
PD-004,normal,light_iv,-3.8,0.001,-0.0005500007814330415
PD-004,normal,light_iv,-3.7,0.001,-0.0005500007995189732
PD-004,normal,light_iv,-3.6,0.001,-0.0005500008042555581
PD-004,normal,light_iv,-3.5,0.001,-0.0005500008160989662
PD-004,normal,light_iv,-3.4,0.001,-0.0005500008310759261
PD-004,normal,light_iv,-3.3,0.001,-0.0005500008374638032
PD-004,normal,light_iv,-3.2,0.001,-0.0005500008663034746
PD-004,normal,light_iv,-3.1,0.001,-0.0005500007843908162
PD-004,normal,light_iv,-3.0,0.001,-0.0005500008049905454
PD-004,normal,light_iv,-2.9,0.001,-0.00055000084005432
PD-004,normal,light_iv,-2.8,0.001,-0.0005500008406554976
PD-004,normal,light_iv,-2.7,0.001,-0.0005500008338222191
PD-004,normal,light_iv,-2.6,0.001,-0.00055000081871476
PD-004,normal,light_iv,-2.5,0.001,-0.0005500008186892025
PD-004,normal,light_iv,-2.4,0.001,-0.0005500007998545419
PD-004,normal,light_iv,-2.3,0.001,-0.0005500008294288071
PD-004,normal,light_iv,-2.2,0.001,-0.0005500008036937114
PD-004,normal,light_iv,-2.1,0.001,-0.0005500008399801625
PD-004,normal,light_iv,-2.0,0.001,-0.0005500007939484156
